pestisit_adi,kullanildigi_urun,mrl_limiti
Flumioxazin,Pomegranate,0.02
Flumioxazin,Stone fruits (group),0.02
Flumioxazin,Edible offal (mammalian),0.02
Flumioxazin,Bush berries (subgroup),0.02
Flumioxazin,Maize,0.02
Flumioxazin,Eggs,0.02
Flumioxazin,Mammalian fats (except milk fats),0.02
Flumioxazin,Asparagus,0.02
Flumioxazin,Hay and/or straw of grasses for animal feed (subgroup),0.02
Flumioxazin,"Artichoke, globe",0.02
Flumioxazin,Sweet potato,0.02
Flumioxazin,Table olives,0.02
Flumioxazin,Poultry fats,0.02
Flumioxazin,"Fruiting vegetables, cucurbits (group)",0.02
Flumioxazin,"Poultry, edible offal of",0.02
Flumioxazin,Bean (dry),0.07
Flumioxazin,Potato,0.02
Flumioxazin,"Wheat, hay and/or straw",7.0
Flumioxazin,Peas (dry),0.07
Flumioxazin,Tree nuts (group),0.02
Flumioxazin,Poultry meat,0.02
Flumioxazin,Chick-pea (dry),0.07
Flumioxazin,Milks,0.02
Flumioxazin,Lupin (dry),0.07
Flumioxazin,"Alfalfa, hay and/or straw",3.0
Flumioxazin,Cotton seed,0.01
Flumioxazin,Soya bean (dry),0.02
Flumioxazin,Grapes,0.02
Flumioxazin,Maize fodder (dry),0.02
Flumioxazin,"Fruiting vegetables, other than cucurbits (group)",0.02
Flumioxazin,"Cabbages, head",0.02
Flumioxazin,Wheat,0.4
Flumioxazin,Lentil (dry),0.07
Flupyradifurone,Sunflower seeds (subgroup),0.8
Flupyradifurone,Lemons and limes (including citron) (subgroup),1.5
Flupyradifurone,"Maize bran, unprocessed",0.05
Flupyradifurone,Pome fruits (group),0.9
Flupyradifurone,Root and tuber vegetables (group),0.7
Flupyradifurone,"Oranges, sweet, sour (including Orange-like hybrids) (subgroup)",4.0
Flupyradifurone,Strawberry,1.5
Flupyradifurone,Cucumber,0.4
Flupyradifurone,Tomato,1.0
Flupyradifurone,"Pummelo and grapefruits (including Shaddock-like hybrids, among others Grapefruit) (subgroup)",0.7
Flupyradifurone,Beans without pods (Phaseolus spp.) (succulent seeds),0.2
Flupyradifurone,"Cabbages, head",1.5
Flupyradifurone,Melons (except watermelon),0.4
Flupyradifurone,Eggs,0.7
Flupyradifurone,Peanut,0.04
Flupyradifurone,Peanut hay,30.0
Flupyradifurone,"Grape, dried (= Currants, Raisins and Sultanas)",8.0
Flupyradifurone,Soya bean hay,40.0
Flupyradifurone,Poultry meat,0.8
Flupyradifurone,Soya bean (dry),1.5
Flupyradifurone,Cane berries (subgroup),6.0
Flupyradifurone,Avocado,0.6
Flupyradifurone,Maize,0.01
Flupyradifurone,Bean hay,30.0
Flupyradifurone,"Lettuce, head",4.0
Flupyradifurone,Cacao beans,0.01
Flupyradifurone,Peas (pods and succulent=immature seeds),3.0
Flupyradifurone,Mandarins (including mandarin-like hybrids) (subgroup),1.5
Flupyradifurone,Sesame seed,3.0
Flupyradifurone,"Squash, summer",0.2
Flupyradifurone,Wheat wholemeal,5.0
Flupyradifurone,Plums (including fresh prunes) (subgroup),0.4
Flupyradifurone,Pecan,0.01
Flupyradifurone,Bean (dry),0.4
Flupyradifurone,Mammalian fats (except milk fats),1.0
Flupyradifurone,Pea hay,50.0
Flupyradifurone,Cotton seed,0.8
Flupyradifurone,Sweet corn (corn-on-the-cob),0.05
Flupyradifurone,Cereal grains (group),3.0
Flupyradifurone,Alfalfa hay,30.0
Flupyradifurone,Cherries (subgroup),2.0
Flupyradifurone,"Wheat bran, unprocessed",8.0
Flupyradifurone,Milks,0.7
Flupyradifurone,Wheat germ,5.0
Flupyradifurone,Coffee beans,0.9
Flupyradifurone,Cauliflower,6.0
Flupyradifurone,Straw and hay of cereal grains (excluding pseudocereals) (subgroup),40.0
Flupyradifurone,Sweet potato,0.05
Flupyradifurone,Peas (dry),3.0
Flupyradifurone,Edible offal (mammalian),4.0
Flupyradifurone,Meat (from mammals other than marine mammals),1.5
Flupyradifurone,Bush berries (subgroup),4.0
Flupyradifurone,"Peas, shelled (succulent seeds)",3.0
Flupyradifurone,"Apples, dried",2.0
Flupyradifurone,"Poultry, edible offal of",1.0
Flupyradifurone,"Hops, dry",10.0
Flupyradifurone,Beans with pods (Phaseolus spp.) (immature pods and succulent seeds),1.5
Flupyradifurone,"Bulb vegetables, except fennel, bulb",0.01
Flupyradifurone,Pineapple,0.3
Flupyradifurone,Grapes,3.0
Flupyradifurone,Peppers (subgroup),0.9
Flupyradifurone,Prunes,3.0
Flupyradifurone,Peaches (including apricots and nectarine) (subgroup),1.5
Flupyradifurone,"Peppers chili, dried",9.0
Flupyradifurone,Poultry fats,0.3
Flupyradifurone,Potato,0.05
Lufenuron,Mammalian fats (except milk fats),2.0
Lufenuron,Milk fats,5.0
Lufenuron,Edible offal (mammalian),0.15
Lufenuron,Potato,0.01
Lufenuron,Soya bean (dry),0.01
Lufenuron,Coffee beans,0.07
Lufenuron,Cucumber,0.09
Lufenuron,Poultry meat,0.02
Lufenuron,Maize,0.01
Lufenuron,Eggs,0.02
Lufenuron,Meat (from mammals other than marine mammals),2.0
Lufenuron,"Oranges, sweet, sour (including Orange-like hybrids) (subgroup)",0.3
Lufenuron,"Poultry, edible offal of",0.02
Lufenuron,Melons (except watermelon),0.4
Lufenuron,Milks,0.15
Lufenuron,Tomato,0.4
Lufenuron,Pome fruits (group),1.0
Lufenuron,"Peppers, sweet (including pimento or pimiento)",0.8
Lufenuron,"Orange oil, edible",8.0
Lufenuron,Lime,0.4
Lufenuron,Poultry fats,0.04
Quinclorac,Mammalian fats (except milk fats),0.05
Quinclorac,"Rice, polished",8.0
Quinclorac,"Rice, husked",10.0
Quinclorac,Eggs,0.05
Quinclorac,Rape seed,0.15
Quinclorac,Milks,0.05
Quinclorac,"Poultry, edible offal of",0.05
Quinclorac,Rhubarb,0.5
Quinclorac,Poultry meat,0.05
Quinclorac,Rice,10.0
Quinclorac,Meat (from mammals other than marine mammals),0.05
Quinclorac,"Rice, hay and/or straw",8.0
Quinclorac,Cranberry,1.5
Quinclorac,Edible offal (mammalian),0.1
Quinclorac,Poultry fats,0.05
Imazethapyr,"Rice, hay and/or straw",0.15
Imazethapyr,Maize fodder (dry),0.1
Imazethapyr,"Clover, hay and/or straw",1.5
Imazethapyr,Rice,0.1
Imazethapyr,Soya bean (dry),0.03
Imazethapyr,Milks,0.01
Imazethapyr,Maize,0.1
Imazethapyr,"Poultry, edible offal of",0.01
Imazethapyr,Edible offal (mammalian),0.01
Imazethapyr,Eggs,0.01
Imazethapyr,Lentil (dry),0.1
Imazethapyr,Meat (from mammals other than marine mammals),0.01
Imazethapyr,Poultry meat,0.01
Imazethapyr,Poultry fats,0.01
Imazethapyr,Rape seed,0.1
Imazethapyr,Peanut,0.1
Imazethapyr,Mammalian fats (except milk fats),0.01
Pinoxaden,Poultry meat,0.02
Pinoxaden,Eggs,0.02
Pinoxaden,Poultry fats,0.02
Pinoxaden,"Poultry, edible offal of",0.02
Pinoxaden,"Barley, hay and/or straw",3.0
Pinoxaden,Wheat,0.7
Pinoxaden,Barley,0.7
Pinoxaden,"Wheat, hay and/or straw",3.0
Bicyclopyrone,Milks,0.02
Bicyclopyrone,"Poultry, edible offal of",0.01
Bicyclopyrone,"Barley bran, processed",0.1
Bicyclopyrone,Eggs,0.01
Bicyclopyrone,Sweet corn fodder,0.5
Bicyclopyrone,Maize,0.02
Bicyclopyrone,Poultry fats,0.01
Bicyclopyrone,"Barley, hay and/or straw",0.8
Bicyclopyrone,Meat (from mammals other than marine mammals),0.02
Bicyclopyrone,Mammalian fats (except milk fats),0.02
Bicyclopyrone,Wheat germ,0.06
Bicyclopyrone,"Wheat, hay and/or straw",0.8
Bicyclopyrone,"Wheat bran, processed",0.1
Bicyclopyrone,Maize fodder (dry),0.5
Bicyclopyrone,Edible offal (mammalian),3.0
Bicyclopyrone,Sugar cane,0.02
Bicyclopyrone,Barley,0.04
Bicyclopyrone,Sweet corn (corn on the cob) (kernels plus cob with husk removed),0.03
Bicyclopyrone,Poultry meat,0.01
Bicyclopyrone,Wheat,0.04
Fenazaquin,Low growing berries (subgroup),2.0
Fenazaquin,Cherries (subgroup),2.0
Fenazaquin,Apple,0.3
Fenazaquin,"Oranges, sweet, sour (including Orange-like hybrids) (subgroup)",0.4
Fenazaquin,"Citrus oil, edible",40.0
Fenazaquin,"Fruiting vegetables, cucurbits (group)",0.3
Fenazaquin,Milks,0.02
Fenazaquin,"Peppers chili, dried",3.0
Fenazaquin,Tree nuts (group),0.02
Fenazaquin,Peaches (including apricots and nectarine) (subgroup),1.5
Fenazaquin,Meat (from mammals other than marine mammals),0.02
Fenazaquin,Cane berries (subgroup),0.7
Fenazaquin,Lemons and limes (including citron) (subgroup),0.3
Fenazaquin,Mammalian fats (except milk fats),0.02
Fenazaquin,Peppers (subgroup),0.3
Fenazaquin,Plums (including fresh prunes) (subgroup),0.5
Fenazaquin,"Pummelo and grapefruits (including Shaddock-like hybrids, among others Grapefruit) (subgroup)",0.3
Fenazaquin,Mandarins (including mandarin-like hybrids) (subgroup),0.3
Fenazaquin,Edible offal (mammalian),0.02
Fenazaquin,Milk fats,0.02
Fenazaquin,Avocado,0.15
Fenazaquin,Small fruit vine climbing (subgroup),0.7
Fenazaquin,Bush berries (subgroup),0.8
Fenazaquin,Prunes,3.0
Fenazaquin,"Grape, dried (= Currants, Raisins and Sultanas)",1.5
Fenazaquin,Almond hulls,4.0
Fenazaquin,Eggplants (subgroup),0.3
Fenazaquin,"Hops, dry",30.0
Fenazaquin,Tomatoes (subgroup),0.3
Fenpyrazamine,Ginseng,0.7
Fenpyrazamine,Peaches (including apricots and nectarine) (subgroup),4.0
Fenpyrazamine,Meat (from mammals other than marine mammals),0.02
Fenpyrazamine,"Lettuce, leaf",1.5
Fenpyrazamine,Grapes,3.0
Fenpyrazamine,"Grape, dried (= Currants, Raisins and Sultanas)",9.0
Fenpyrazamine,Tomato,3.0
Fenpyrazamine,Eggplants (subgroup),3.0
Fenpyrazamine,Cherries (subgroup),3.0
Fenpyrazamine,Cane berries (subgroup),5.0
Fenpyrazamine,Milks,0.01
Fenpyrazamine,Mammalian fats (except milk fats),0.02
Fenpyrazamine,Almonds,0.01
Fenpyrazamine,Edible offal (mammalian),0.05
Fenpyrazamine,Strawberry,3.0
Fenpyrazamine,Cucumber,0.7
Fenpyrazamine,"Lettuce, head",1.5
Fenpyrazamine,Bush berries (subgroup),4.0
Fenpyrazamine,"Peppers, sweet (including pimento or pimiento)",3.0
Fenpyrazamine,Plums (including fresh prunes) (subgroup),2.0
Fenpyrazamine,Cherry tomato,3.0
Isoprothiolane,Milks,0.01
Isoprothiolane,Edible offal (mammalian),0.01
Isoprothiolane,"Rice, polished",1.5
Isoprothiolane,Banana,1.0
Isoprothiolane,"Rice, husked",6.0
Isoprothiolane,Mammalian fats (except milk fats),0.01
Isoprothiolane,Meat (from mammals other than marine mammals),0.01
Natamycin,Acerola,1.0
Natamycin,Acerola,1.0
Phosphonic acid,Acerola,
Triflumezopyrim,Edible offal (mammalian),0.01
Triflumezopyrim,Meat (from mammals other than marine mammals),0.01
Triflumezopyrim,Milk fats,0.01
Triflumezopyrim,Poultry fats,0.01
Triflumezopyrim,"Rice, husked",0.01
Triflumezopyrim,"Rice, polished",0.01
Triflumezopyrim,Rice,0.2
Triflumezopyrim,Mammalian fats (except milk fats),0.01
Triflumezopyrim,Milks,0.01
Triflumezopyrim,"Rice, hay and/or straw",0.4
Triflumezopyrim,Poultry meat,0.01
Triflumezopyrim,Eggs,0.01
Triflumezopyrim,"Poultry, edible offal of",0.01
Ethiprole,Rice,3.0
Ethiprole,Mammalian fats (except milk fats),0.15
Ethiprole,Edible offal (mammalian),0.1
Ethiprole,"Soya bean, hulls",0.4
Ethiprole,Milks,0.01
Ethiprole,Poultry fats,0.05
Ethiprole,"Poultry, edible offal of",0.05
Ethiprole,Meat (from mammals other than marine mammals),0.15
Ethiprole,Eggs,0.05
Ethiprole,Poultry meat,0.05
Ethiprole,Coffee beans,0.07
Ethiprole,"Rice, polished",0.4
Ethiprole,Soya bean (dry),0.05
Ethiprole,Milk fats,0.5
Ethiprole,"Rice, husked",1.5
Ethiprole,"Coffee beans, roasted",0.2
Fenpicoxamid,Banana,0.15
Fenpicoxamid,Triticale,0.15
Fenpicoxamid,Mammalian fats (except milk fats),0.01
Fenpicoxamid,Wheat,0.15
Fenpicoxamid,Milks,0.01
Fenpicoxamid,Rye,0.15
Fenpicoxamid,"Wheat, hay and/or straw",30.0
Fenpicoxamid,Edible offal (mammalian),0.02
Fenpicoxamid,Meat (from mammals other than marine mammals),0.01
Fluazinam,Acha,1.0
Fluazinam,Acerola,1.0
Mandestrobin,Milks,0.01
Mandestrobin,Eggs,0.01
Mandestrobin,Rape seed,0.2
Mandestrobin,"Grape, dried (= Currants, Raisins and Sultanas)",10.0
Mandestrobin,Meat (from mammals other than marine mammals),0.01
Mandestrobin,Poultry meat,0.01
Mandestrobin,Grapes,5.0
Mandestrobin,Edible offal (mammalian),0.01
Mandestrobin,Poultry fats,0.01
Mandestrobin,Mammalian fats (except milk fats),0.01
Mandestrobin,"Poultry, edible offal of",0.01
Mandestrobin,Strawberry,3.0
Norflurazon,Mammalian fats (except milk fats),0.02
Norflurazon,"Poultry, edible offal of",0.02
Norflurazon,Edible offal (mammalian),0.3
Norflurazon,Eggs,0.02
Norflurazon,"Alfalfa, hay and/or straw",7.0
Norflurazon,Milks,0.02
Norflurazon,Meat (from mammals other than marine mammals),0.02
Norflurazon,Poultry fats,0.02
Norflurazon,Poultry meat,0.02
Pyriofenone,Cane berries (subgroup),0.9
Pyriofenone,Low growing berries (subgroup),0.5
Pyriofenone,Milks,0.01
Pyriofenone,"Grape, dried (= Currants, Raisins and Sultanas)",2.5
Pyriofenone,Poultry fats,0.01
Pyriofenone,Poultry meat,0.01
Pyriofenone,Eggs,0.01
Pyriofenone,"Fruiting vegetables, cucurbits (group)",0.2
Pyriofenone,Small fruit vine climbing (subgroup),0.8
Pyriofenone,Mammalian fats (except milk fats),0.01
Pyriofenone,Edible offal (mammalian),0.01
Pyriofenone,"Poultry, edible offal of",0.01
Pyriofenone,Bush berries (subgroup),1.5
Tioxazafen,Poultry meat,0.02
Tioxazafen,"Poultry, edible offal of",0.02
Tioxazafen,Mammalian fats (except milk fats),0.03
Tioxazafen,Maize fodder (dry),0.03
Tioxazafen,Cotton gin trash,0.02
Tioxazafen,Soya bean (dry),0.04
Tioxazafen,Maize,0.01
Tioxazafen,Meat (from mammals other than marine mammals),0.02
Tioxazafen,Poultry fats,0.02
Tioxazafen,Milks,0.02
Tioxazafen,"Soya bean, hay and/or straw",0.4
Tioxazafen,Cotton seed,0.01
Tioxazafen,Eggs,0.02
Tioxazafen,Edible offal (mammalian),0.03
Tioxazafen,Soya bean meal,0.06
Pyflubumide,Acha,
Pyflubumide,Acerola,
Pyridate,Acerola,
Pyrifluquinazon,Acerola,
Triflumuron,Meat (from mammals other than marine mammals),0.1
Triflumuron,Mammalian fats (except milk fats),0.1
Triflumuron,Edible offal (mammalian),0.05
Triflumuron,Milks,0.01
Triflumuron,Soya bean (dry),0.1
Valifenalate,Poultry fats,0.01
Valifenalate,Shallot,0.5
Valifenalate,"Onion, bulb",0.5
Valifenalate,"Poultry, edible offal of",0.01
Valifenalate,Eggs,0.01
Valifenalate,Mammalian fats (except milk fats),0.01
Valifenalate,Meat (from mammals other than marine mammals),0.01
Valifenalate,Edible offal (mammalian),0.01
Valifenalate,Poultry meat,0.01
Valifenalate,Eggplant,0.4
Valifenalate,Tomato,0.4
Valifenalate,Milks,0.01
Valifenalate,Grapes,0.3
Flutianil,Small fruit vine climbing (subgroup),0.7
Flutianil,Cherries (subgroup),0.4
Flutianil,Apple,0.15
Pyrasulfotole,Sorghum grain,0.5
Pyrasulfotole,"Wheat bran, unprocessed",0.03
Pyrasulfotole,"Triticale, hay and/or straw",0.8
Pyrasulfotole,Meat (from mammals other than marine mammals),0.02
Pyrasulfotole,Wheat,0.02
Pyrasulfotole,Oats,0.15
Pyrasulfotole,Poultry meat,0.02
Pyrasulfotole,"Barley, hay and/or straw",0.8
Pyrasulfotole,"Oat, hay and/or straw",0.8
Pyrasulfotole,"Rye, hay and/or straw",0.8
Pyrasulfotole,"Poultry, edible offal of",0.05
Pyrasulfotole,Eggs,0.02
Pyrasulfotole,Edible offal (mammalian),0.5
Pyrasulfotole,Mammalian fats (except milk fats),0.02
Pyrasulfotole,Barley,0.03
Pyrasulfotole,"Wheat, hay and/or straw",0.8
Pyrasulfotole,Milks,0.01
Pyrasulfotole,Poultry fats,0.02
Pyrasulfotole,Rye,0.02
Pyrasulfotole,Triticale,0.02
Pyraziflumid,Pear,1.5
Pyraziflumid,Grapes,3.0
Pyraziflumid,Apple,1.5
Pyraziflumid,"Persimmon, Japanese",1.5
Pyraziflumid,"Grape, dried (= Currants, Raisins and Sultanas)",6.0
Spiropidion,Poultry meat,0.01
Spiropidion,Melons (except watermelon),0.9
Spiropidion,"Tomato, puree",1.5
Spiropidion,"Poultry, edible offal of",0.01
Spiropidion,Soya flour,5.0
Spiropidion,Peppers (subgroup),1.0
Spiropidion,Soya bean (dry),3.0
Spiropidion,"Potato, flakes/granules",5.0
Spiropidion,Winter squash,0.9
Spiropidion,Eggs,0.01
Spiropidion,"Tomato, dried",7.0
Spiropidion,Tomato,0.8
Spiropidion,Watermelon,0.9
Spiropidion,Mammalian fats (except milk fats),0.02
Spiropidion,Potato,1.5
Spiropidion,Edible offal (mammalian),0.2
Spiropidion,Milks,0.01
Spiropidion,"Peppers chili, dried",7.0
Spiropidion,Poultry fats,0.01
Spiropidion,Cucumber,0.8
Spiropidion,Pumpkins,0.9
Spiropidion,"Soya bean, meal",5.0
Spiropidion,Meat (from mammals other than marine mammals),0.01
Benzpyrimoxan,Acerola,
Broflanilide,"Radish, Japanese",0.01
Broflanilide,Milks,0.01
Broflanilide,Meat (from mammals other than marine mammals),0.15
Broflanilide,Poultry fats,0.15
Broflanilide,Mammalian fats (except milk fats),0.15
Broflanilide,"Cabbages, head",2.0
Broflanilide,Cereal grains (incl. pseudocereals) feed products with low water (<20%) content (hay and/or straw),0.01
Broflanilide,Wheat germ,0.0020
Broflanilide,"Poultry, edible offal of",0.03
Broflanilide,Chinese cabbage (type pe-tsai),2.0
Broflanilide,Coffee beans,0.01
Broflanilide,Poultry meat,0.02
Broflanilide,Eggs,0.03
Broflanilide,Tuberous and corm vegetables (subgroup),0.04
Broflanilide,"Maize, bran",0.0020
Broflanilide,Maize flour,0.0020
Broflanilide,Cereal grains (group),0.0010
Broflanilide,Milk fats,0.4
Broflanilide,Edible offal (mammalian),0.03
Fluindapyr,"Wheat, similar grains, and pseudocereals without husks (subgroup)",0.4
Fluindapyr,"Sweet corn, stover",30.0
Fluindapyr,Maize cereals (subgroup),0.01
Fluindapyr,"Wheat, hay and/or straw",15.0
Fluindapyr,Almond hulls,20.0
Fluindapyr,Tree nuts (group),0.04
Fluindapyr,"Sorghum, stover",3.0
Fluindapyr,Sweet corn (corn on the cob) (kernels plus cob with husk removed),0.01
Fluindapyr,Sorghum grain and millet (subgroup),1.0
Fluindapyr,"Maize, stover",5.0
Inpyrfluxam,"Peanut, hay and/or straw",3.0
Inpyrfluxam,Milks,0.02
Inpyrfluxam,Popcorn,0.01
Inpyrfluxam,Maize,0.01
Inpyrfluxam,Eggs,0.02
Inpyrfluxam,"Rice, husked",0.01
Inpyrfluxam,Soybean (dry),0.01
Inpyrfluxam,"Maize, stover",0.02
Inpyrfluxam,Poultry fats,0.02
Inpyrfluxam,Edible offal (mammalian),0.02
Inpyrfluxam,Sugar beet,0.01
Inpyrfluxam,Sweet corn (corn on the cob) (kernels plus cob with husk removed),0.01
Inpyrfluxam,Apple,4.0
Inpyrfluxam,Mammalian fats (except milk fats),0.02
Inpyrfluxam,Poultry meat,0.02
Inpyrfluxam,Peanut,0.01
Inpyrfluxam,"Poultry, edible offal of",0.02
Inpyrfluxam,Meat (from mammals other than marine mammals),0.02
Isoflucypram,Triticale,0.05
Isoflucypram,"Barley, hay and/or straw",5.0
Isoflucypram,Poultry meat,0.01
Isoflucypram,Edible offal (mammalian),0.01
Isoflucypram,Meat (from mammals other than marine mammals),0.01
Isoflucypram,"Wheat bran, unprocessed",0.015
Isoflucypram,"Barley, flour",0.02
Isoflucypram,Poultry fats,0.01
Isoflucypram,"Wheat, hay and/or straw",5.0
Isoflucypram,Mammalian fats (except milk fats),0.01
Isoflucypram,"Triticale, hay and/or straw",5.0
Isoflucypram,Wheat germ,0.015
Isoflucypram,"Barley bran, unprocessed",0.05
Isoflucypram,"Poultry, edible offal of",0.01
Isoflucypram,Milk fats,0.0050
Isoflucypram,Barley,0.1
Isoflucypram,Milks,0.0050
Isoflucypram,Wheat,0.05
Isoflucypram,Eggs,0.01
"1,4-Dimethylnaphthalene",Milks,0.03
"1,4-Dimethylnaphthalene",Edible offal (mammalian),0.5
"1,4-Dimethylnaphthalene",Eggs,0.03
"1,4-Dimethylnaphthalene",Mammalian fats (except milk fats),0.03
"1,4-Dimethylnaphthalene",Potato,15.0
"1,4-Dimethylnaphthalene",Poultry fats,0.3
"1,4-Dimethylnaphthalene",Poultry meat,0.3
"1,4-Dimethylnaphthalene",Meat (from mammals other than marine mammals),0.03
"1,4-Dimethylnaphthalene","Poultry, edible offal of",0.2
Isocycloseram,Milks,0.05
Isocycloseram,"Peppers, sweet (including pimento or pimiento)",0.3
Isocycloseram,"Onion, bulb",0.01
Isocycloseram,Cotton seed,0.5
Isocycloseram,"Tomato, pomace",8.0
Isocycloseram,Lemons and limes (including citron) (subgroup),0.5
Isocycloseram,"Squash, summer",0.09
Isocycloseram,Plums (including fresh prunes) (subgroup),0.4
Isocycloseram,Cucumber,0.1
Isocycloseram,Prunes,1.5
Isocycloseram,Eggplant,0.3
Isocycloseram,Meat (from mammals other than marine mammals),0.02
Isocycloseram,Mandarins (including mandarin-like hybrids) (subgroup),0.4
Isocycloseram,Peppers chili,0.6
Isocycloseram,Brussels sprouts,2.0
Isocycloseram,"Soya bean, hay and/or straw",20.0
Isocycloseram,"Maize, stover",1.5
Isocycloseram,"Orange, dried pulp",3.0
Isocycloseram,Coffee beans,0.04
Isocycloseram,"Apple pomace, wet",1.0
Isocycloseram,Broccoli,0.7
Isocycloseram,"Oranges, sweet, sour (including Orange-like hybrids) (subgroup)",0.4
Isocycloseram,Pome fruits (group),0.4
Isocycloseram,Melons (except watermelon),0.15
Isocycloseram,"Citrus oil, edible",80.0
Isocycloseram,Tomato,0.5
Isocycloseram,Cauliflower,0.5
Isocycloseram,Mammalian fats (except milk fats),0.4
Isocycloseram,Maize,0.01
Isocycloseram,Peaches (including apricots and nectarine) (subgroup),0.3
Isocycloseram,Soya bean (dry),0.15
Isocycloseram,Potato,0.01
Isocycloseram,"Pummelo and grapefruits (including Shaddock-like hybrids, among others Grapefruit) (subgroup)",0.3
Isocycloseram,"Cabbages, head",4.0
Isocycloseram,"Peppers chili, dried",4.2
Isocycloseram,"Tomato, dried",2.0
Isocycloseram,Edible offal (mammalian),0.3
Isocycloseram,"Soya bean, hulls",1.0
Isocycloseram,Cherries (subgroup),1.0
Isotianil,Poultry meat,0.02
Isotianil,Meat (from mammals other than marine mammals),0.02
Isotianil,Milks,0.02
Isotianil,"Poultry, edible offal of",0.02
Isotianil,Mandarins (including mandarin-like hybrids) (subgroup),0.4
Isotianil,Poultry fats,0.02
Isotianil,"Oranges, sweet, sour (including Orange-like hybrids) (subgroup)",0.4
Isotianil,Lemons and limes (including citron) (subgroup),0.5
Isotianil,"Citrus oil, edible",40.0
Isotianil,"Pummelo and grapefruits (including Shaddock-like hybrids, among others Grapefruit) (subgroup)",0.2
Isotianil,Mammalian fats (except milk fats),0.02
Isotianil,Eggs,0.02
Isotianil,Banana,0.01
Isotianil,Edible offal (mammalian),0.02
Mepiquat Chloride,Cotton seed,4.0
Mepiquat Chloride,Grapes,4.0
Mepiquat Chloride,Meat (from mammals other than marine mammals),0.01
Mepiquat Chloride,Eggs,0.0080
Mepiquat Chloride,"Grape pomace, dried",15.0
Mepiquat Chloride,Milks,0.0080
Mepiquat Chloride,Mammalian fats (except milk fats),0.01
Mepiquat Chloride,Edible offal (mammalian),0.04
Mepiquat Chloride,"Grape, dried (= Currants, Raisins and Sultanas)",20.0
Mepiquat Chloride,"Cotton seed, meal",8.0
Mepiquat Chloride,Poultry meat,0.0080
Mepiquat Chloride,"Poultry, edible offal of",0.0080
Mepiquat Chloride,Poultry fats,0.0080
Tricyclazole,Rice,5.0
Tricyclazole,Mammalian fats (except milk fats),0.01
Tricyclazole,"Rice, hulls",15.0
Tricyclazole,Eggs,0.01
Tricyclazole,"Poultry, edible offal of",0.01
Tricyclazole,"Rice, polished",0.3
Tricyclazole,Milks,0.01
Tricyclazole,Edible offal (mammalian),0.1
Tricyclazole,Poultry meat,0.01
Tricyclazole,Poultry fats,0.01
Tricyclazole,Meat (from mammals other than marine mammals),0.01
Tricyclazole,"Rice, hay and/or straw",5.0
